yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
067310.KQ,067310,하나마이크론,27090,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,41050.0,32273.05,27.195911139480156,56800.0,-27.72887323943662,35.74529667147611,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,44.79,20.98,21.0,7.24,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.17,12.19,70.0,46.46,OpenDART,11.87,4.0,False,,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,26.33,29.39,-19.3,5,-20.24,-75.37,,,,,반도체 제조업,반도체 제조업,2026-07-03,4.48,4,0,6,0,0,0,5,5,20,D,36
005290.KQ,005290,동진쎄미켐,25688,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,50800.0,46822.75,8.494268277706885,66000.0,-23.03030303030303,34.441087613278484,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-35.98,13.86,15.39,22.38,2.56,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.28,33.71,650.0,334.0,OpenDART,55.91,5.0,True,,,,,,,,,,-11.78,2025.0,11011.0,5.0,OpenDART,52.39,2.06,6.15,2,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-03,4.48,4,3,6,0,0,0,3,5,21,D,37
319400.KQ,319400,현대무벡스,25672,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,23250.0,23334.7,-0.362978739816671,46350.0,-49.83818770226537,18.318965517230325,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-56.77,99.75,1.54,282.78,18.05,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.22,48.8,50.0,55.07,OpenDART,13.62,5.0,False,,,,,,,,,,65.83,2025.0,11011.0,5.0,OpenDART,152.39,14.14,25.58,2,,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-03,4.48,0,0,6,0,15,0,1,3,25,D,38
089970.KQ,089970,브이엠,25242,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,102600.0,40463.45,153.56216536157942,119700.0,-14.285714285714285,53.96039603959648,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,29.68,13.24,37.0,15.23,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,1.0,False,,,,,,,,,,,,,1.0,OpenDART,91.16,11.8,8.97,21,-59.41,29.07,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,16,0,0,0,5,5,26,D,39
357780.KQ,357780,솔브레인,24852,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,320500.0,346930.0,-7.618251520479635,501000.0,-36.02794411177645,33.947772657448624,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-33.25,18.26,27.69,18.0,2.38,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.73,22.77,2350.0,179.98,OpenDART,6.42,4.0,False,,,,,,,,,,-22.12,2025.0,11011.0,4.0,OpenDART,35.49,4.18,10.92,3,-49.28,-43.06,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-03,4.48,8,3,6,0,0,0,3,5,25,D,40
257720.KQ,257720,실리콘투,23738,우량기업부,화장품 유통,KOSDAQ,주권,KRX,36150.0,41807.0,-13.531226828043149,61800.0,-41.50485436893204,50.86705202308022,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,31.11,14.49,7.77,11.0,4.73,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.85,11.9,306.0,200.28,OpenDART,,1.0,False,,,,,,,,,0.35,103.34,2025.0,11011.0,1.0,OpenDART,11.0,4.73,46.89,1,,,,,,,상품 종합 도매업,상품 종합 도매업,2026-07-03,4.48,12,0,20,20,15,10,5,5,87,S,41
263750.KQ,263750,펄어비스,22906,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,36400.0,44457.75,-18.124511474377357,72000.0,-49.44444444444444,36.39705882349194,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,296.2,96.6,7.88,7.0,2.41,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,,,,,,0.02,,,,,,19.45,5.4,-10.03,4,-64.01,-55.37,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-03,4.48,15,3,0,20,0,10,5,3,56,B,42
290650.KQ,290650,엘앤씨바이오,22223,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,83300.0,68225.0,22.096005862953465,118300.0,-29.585798816568047,55.778894472348725,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,192.78,8.73,21.98,,11.01,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.06,,50.0,11.34,OpenDART,0.0,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,,62.87,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-03,4.48,0,0,0,0,0,10,3,5,18,D,43
420770.KQ,420770,기가비스,21307,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,167500.0,69455.25,141.1624751188715,192200.0,-12.851196670135275,64.92204899776272,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,353.16,47.97,1.54,146.44,11.9,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.48,65.63,800.0,101.41,OpenDART,0.0,3.0,False,,,,,,,,,0.41,-33.36,2025.0,11011.0,3.0,OpenDART,91.16,11.8,8.97,21,60.64,0.85,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,6,20,0,10,3,5,44,C,44
131970.KQ,131970,두산테스나,20409,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,109900.0,79471.25,38.28900388505277,190100.0,-42.188321935823254,18.253968253965354,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-95.9,238.23,8.73,51.0,4.89,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.15,194.3,160.0,30.78,OpenDART,0.0,5.0,False,,,,,,,,,,-83.42,2025.0,11011.0,5.0,OpenDART,51.0,4.89,0.34,1,,,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-03,4.48,0,0,0,0,0,0,1,5,6,D,45
098460.KQ,098460,고영,20324,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,30100.0,27157.5,10.834944306361043,43500.0,-30.804597701149426,28.27380952378597,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-29.74,61.63,23.74,49.0,6.47,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.47,62.8,140.0,92.63,OpenDART,3.93,5.0,False,,,,,,,,,,-17.9,2025.0,11011.0,5.0,OpenDART,91.16,11.8,8.97,21,-46.25,-45.17,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,0,0,0,0,3,5,8,D,46
032820.KQ,032820,우리기술,19562,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11570.0,11343.8,1.9940407976163255,29300.0,-60.51194539249147,29.425556858099412,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-84.85,398.75,6.61,62.13,13.01,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,89.88,7.86,10.39,3,-30.87,65.52,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-03,4.48,0,0,0,0,0,0,3,1,4,D,47
035900.KQ,035900,JYP Ent.,18938,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,53300.0,66789.0,-20.196439533456108,85100.0,-37.367802585193886,44.578313252986995,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,64.27,25.19,18.95,14.0,2.82,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.65,18.1,877.0,290.58,OpenDART,64.23,2.0,False,,,,,,,,,0.22,23.33,2025.0,11011.0,2.0,OpenDART,13.0,2.25,35.43,2,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-03,4.48,8,3,20,20,12,10,5,5,83,A,48
010170.KQ,010170,대한광통신,18736,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,12240.0,7840.82,56.10612155361302,29100.0,-57.938144329896915,18.24196597351083,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,,3.83,,18.57,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,,18.57,-52.05,1,,,OpenDART,2025.0,CFS,11011,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-03,4.48,0,0,0,0,0,0,1,3,4,D,49
068760.KQ,068760,셀트리온제약,18604,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,42000.0,57674.095,-27.177010753268,95047.0,-55.81133544456953,43.21766561510378,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,76.47,119.93,5.2,45.74,4.19,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.48,,200.0,86.85,OpenDART,,1.0,False,,,,,,,,,0.6,34.91,2025.0,11011.0,1.0,OpenDART,108.15,6.76,1.96,7,-57.71,-38.02,OpenDART,2025.0,OFS,11011,의약품 제조업,의약품 제조업,2026-07-03,4.48,0,0,6,20,15,10,5,3,59,B,50
140860.KQ,140860,파크시스템스,18276,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,260000.0,254475.0,2.1711366538952745,339500.0,-23.416789396170838,50.87719298244781,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-19.61,42.01,36.14,36.0,8.11,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,18.92,5.0,False,,,,,,,,,,18.19,2025.0,11011.0,5.0,OpenDART,39.19,7.64,13.56,2,,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-03,4.48,0,0,16,0,12,0,5,5,38,D,51
140410.KQ,140410,메지온,18144,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,59900.0,85900.0,-30.267753201396975,172700.0,-65.31557614360162,41.949152542347996,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,,25.57,,120.78,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,210.09,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-03,4.48,0,0,0,0,0,0,5,1,6,D,52
041510.KQ,041510,에스엠,17399,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,75500.0,104843.0,-27.987562355140543,153000.0,-50.65359477124183,43.31683168315331,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,1844.22,43.74,32.81,12.0,1.68,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.15,10.7,1620.0,370.89,OpenDART,68.7,5.0,True,,,,,,,,,0.01,103.18,2025.0,11011.0,5.0,OpenDART,13.0,2.25,35.43,2,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-03,4.48,12,6,20,20,15,10,5,3,91,S,53
089030.KQ,089030,테크윙,17266,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,46600.0,52837.5,-11.805062692216701,71100.0,-34.458509142053444,26.797385620906866,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,181.67,12.73,474.8,10.22,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,-13.29,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,91.16,11.8,8.97,21,420.84,-13.39,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,0,0,0,0,3,5,8,D,54
082920.KQ,082920,비츠로셀,16775,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,37000.0,28445.805,30.071903396651983,64100.0,-42.27769110764431,30.360934182572194,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,10.56,11.12,33.02,24.0,5.52,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.7,20.5,260.0,116.83,OpenDART,14.74,5.0,True,,,,,,,,,2.27,23.31,2025.0,11011.0,5.0,OpenDART,183.5,6.4,10.42,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-03,4.48,4,0,16,0,12,5,3,5,45,C,55
058610.KQ,058610,에스피지,16743,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,77100.0,87559.0,-11.945088454642013,158100.0,-51.23339658444023,28.87596899224023,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-30.29,103.2,8.5,190.63,6.76,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,4.0,True,,,,,,,,,,-8.86,2025.0,11011.0,4.0,OpenDART,89.88,7.86,10.39,3,112.09,-13.99,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-03,4.48,0,0,0,0,0,0,3,3,6,D,56
083650.KQ,083650,비에이치아이,16524,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,54000.0,68131.75,-20.741798060375668,109500.0,-50.68493150684932,33.25183374081992,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,232.86,26.53,14.47,22.0,10.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,,,,,,0.09,180.92,,,,,152.39,14.14,25.58,2,,,OpenDART,2025.0,CFS,11011,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-03,4.48,4,0,20,20,15,10,3,3,75,A,57
0009K0.KQ,0009K0,에임드바이오,16297,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,25350.0,46988.0,-46.05005533327658,72500.0,-65.0344827586207,42.89855072460286,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,626.65,1.88,389.86,9.07,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,69.56,-76.71,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-03,4.48,0,0,6,0,0,0,5,1,12,D,58
183300.KQ,183300,코미코,16004,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,79000.0,62365.525,26.67254865568757,139200.0,-43.247126436781606,19.298245614029824,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-10.74,15.48,23.34,38.84,6.6,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,1.77,28.3,1400.0,141.14,OpenDART,26.31,5.0,True,,,,,,,,,,24.61,2025.0,11011.0,5.0,OpenDART,91.16,11.8,8.97,21,-57.39,-44.07,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,16,0,12,0,1,5,34,D,59
043260.KQ,043260,성호전자,15599,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,22100.0,22193.635,-0.42190024302011997,53200.0,-58.45864661654135,15.384615384608182,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,871.74,6.42,3.02,5.24,3.73,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,,,,,,0.01,101.28,,,,,49.52,5.95,5.05,7,-89.42,-37.31,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-03,4.48,15,0,20,20,15,10,1,3,84,A,60
096530.KQ,096530,씨젠,15223,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,29350.0,25757.75,13.946288010404636,35150.0,-16.500711237553343,52.719665271904766,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,7007.69,906.71,18.2,22.83,1.28,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.41,95.5,1000.0,461.18,OpenDART,0.0,5.0,True,,,,,,,,,0.0,,2025.0,11011.0,5.0,OpenDART,21.42,7.81,-4.21,3,6.58,-83.61,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-03,4.48,4,6,0,0,0,10,5,5,30,D,61
218410.KQ,218410,RFHIC,15108,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,58000.0,56203.25,3.1968791840329516,112500.0,-48.44444444444444,25.827814569528442,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,11.66,23.8,26.79,39.0,4.69,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.69,29.9,400.0,101.41,OpenDART,58.74,4.0,False,,,,,,,,,3.34,28.82,2025.0,11011.0,4.0,OpenDART,39.0,4.69,8.84,1,,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-03,4.48,0,0,6,0,15,5,3,3,32,D,62
007390.KQ,007390,네이처셀,14723,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23650.0,22514.5,5.043416464944813,37800.0,-37.43386243386244,30.65902578794102,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,1126.55,8.75,,23.65,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,3.86,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-03,4.48,0,0,0,0,0,0,3,5,8,D,63
030530.KQ,030530,원익홀딩스,14652,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,19020.0,29178.15,-34.81423599508537,48700.0,-60.94455852156058,15.417256011300154,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,137.36,5.48,82.4,1.57,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,52.39,2.06,6.15,2,,,OpenDART,2025.0,CFS,11011,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-03,4.48,0,6,0,0,0,0,1,1,8,D,64
060370.KQ,060370,LS마린솔루션,14156,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,28000.0,29646.0,-5.552182419213385,50100.0,-44.11177644710579,39.226519336986236,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-51.36,69.69,2.74,114.15,2.39,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,,,,,,,,,,-28.93,2025.0,11011.0,0.0,OpenDART,114.15,2.39,2.0,1,,,OpenDART,2025.0,CFS,11011,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-03,4.48,0,3,0,0,0,0,5,5,13,D,65
458870.KQ,458870,씨어스,14101,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,36250.0,39003.645,-7.059968369622882,63034.0,-42.49135387251325,62.521008403331926,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,102.08,4.9,26.0,28.02,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,,,,,,,,,,,,22.0,13.09,19.41,3,18.18,114.06,OpenDART,2025.0,CFS,11011,의료용 기기 제조업,의료용 기기 제조업,2026-07-03,4.48,0,0,20,0,0,0,3,5,28,D,66
078600.KQ,078600,대주전자재료,13976,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,88700.0,96045.5,-7.647937696196074,182800.0,-51.47702407002188,29.24411400247324,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.11,6.7,100.0,15.14,OpenDART,0.0,4.0,False,,,,,,,,,,444.67,2025.0,11011.0,4.0,OpenDART,49.52,5.95,5.05,7,196.41,-4.2,,,,,전자부품 제조업,전자부품 제조업,2026-07-03,4.48,0,0,6,0,15,0,3,3,27,D,67
039200.KQ,039200,오스코텍,13160,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,34700.0,47717.0,-27.279585891820524,62000.0,-44.03225806451613,39.1408114558211,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,5847.83,547.23,12.88,25.31,7.86,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,,,,,,0.0,,,,,,108.15,6.76,1.96,7,-76.6,16.27,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-03,4.48,0,0,20,0,0,10,5,5,40,C,68
347700.KQ,347700,스피어,12836,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,24900.0,26148.05,-4.773013666411068,53100.0,-53.10734463276836,35.63859453428614,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-98.98,1590.82,8.69,31.91,13.02,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,64.06,141.11,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-03,4.48,0,0,0,0,0,0,5,3,8,D,69
127120.KQ,127120,제이에스링크,12489,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,36450.0,28892.35,26.15796222875606,48900.0,-25.4601226993865,52.252252252208315,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,,2.19,,14.03,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-63.98,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-03,4.48,0,0,0,0,0,0,5,5,10,D,70
195940.KQ,195940,HK이노엔,11926,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,42250.0,49040.0,-13.84584013050571,57600.0,-26.649305555555557,49.60212201587829,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.97,15.3,410.0,116.15,OpenDART,6.39,5.0,False,,,,,,,,,0.57,26.83,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-87.98,-86.98,,,,,의약품 제조업,의약품 제조업,2026-07-03,4.48,8,8,6,20,15,8,5,5,75,A,71
