yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
LLY,LLY,일라이릴리,979.64,1255.4000244140625,1198.1,1168.7158365885416,1061.7407536824544,1052.9815042114258,19.223369013896143,1280.3399658203125,-1.9479155593077975,69.49278732359927,4.96,15.93,daily_close,일봉 종가,2026-08-22 11:35 KST,,,26.2,66.6,85.44,40.75881,34.79738,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.55,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.29,27.0,0.0,1299.01,1600.0,850.0,3.47,24.79,Finnhub,yfinance,2026-08-22,1.56,98.92,25.73,4.18,14.6,16,15,14,14,58.41,732.47,,,,,,,2026-08-21,4.74,0,0,20,5,15,8,1,0,49,C,11
WMT,WMT,월마트,932.53,103.69999694824219,112.20849952697753,114.24949938456217,120.3544994354248,118.52379962921142,-12.50702620684104,134.1999969482422,-22.727273244099358,32.75945857173271,-5.27,-12.52,daily_close,일봉 종가,2026-08-22 11:35 KST,,,19.4,36.02,38.26,40.248062,8.764348,24.13,74.816,7.3,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.95,33.54,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,89.58,4.42,38.0,0.0,137.95,155.0,81.0,33.03,2.65,Finnhub,yfinance,2026-08-21,2.07,19.45,25.77,8.24,29.72,9,7,6,6,56.18,6.36,,,,,,,2026-08-21,4.74,0,0,20,0,12,8,3,5,48,C,12
AMD,AMD,AMD,876.24,473.25,481.1155029296875,508.79850107828776,402.3346674601237,329.8632504272461,43.468543218147595,580.9099731445312,-18.532987574951704,47.10986758710141,-9.33,-4.5,daily_close,일봉 종가,2026-08-22 11:35 KST,,,159.5,135.05,74.13,131.55754,12.487922,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,82.76,4.51,46.0,-1.45,613.33,1250.0,365.0,29.6,5.88,Finnhub,yfinance,2026-08-20,0.82,123.61,34.97,10.68,35.92,23,21,22,22,276.2,16.93,,,,,,,2026-08-21,4.74,0,0,12,16,15,10,5,5,63,B,13
JPM,JPM,JP모건 체이스,871.43,351.5799865722656,357.0819976806641,337.46183319091796,318.9027506510417,316.06995056152346,11.234866189479817,365.17999267578125,-3.7241925560774507,48.55424443006442,-0.46,17.48,daily_close,일봉 종가,2026-08-22 11:35 KST,,,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.71,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,6.28,4.8,Finnhub,yfinance,2026-08-22,0.33,11.06,20.83,3.37,15.31,17,16,16,16,-26.74,-20.51,,,,,,,2026-08-21,4.74,8,3,16,20,8,10,5,0,70,A,14
INTC,INTC,Intel Corporation,673.43,90.06999969482422,95.6989990234375,108.51316630045572,91.1830830891927,71.50794992446899,25.958022555480316,140.94000244140625,-36.09337439009233,48.86001434422306,-2.44,-26.03,daily_close,일봉 종가,2026-08-22 11:35 KST,89.86,-0.2331516548637079,98.63,65.53,63.7,,6.0233884,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.4,40.0,1.82,114.05,200.0,74.0,26.62,1086.32,Finnhub,yfinance,2026-08-19,,,37.71,11.14,35.92,23,22,22,22,,-45.93,,,,,,,2026-08-21,4.74,0,0,0,0,0,10,5,5,20,D,15
V,V,비자,622.33,371.0400085449219,365.27900390625,347.5455022176107,330.94825007120767,331.8794496154785,11.799633564179853,373.30999755859375,-0.6080707799194646,55.863723169225956,4.3,13.26,daily_close,일봉 종가,2026-08-22 11:35 KST,371.25,0.05659536714157371,10.2,28.2,90.29,31.153654,19.662956,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.72,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,92.16,4.62,37.0,0.32,416.2,450.0,330.0,12.17,0.78,Finnhub,yfinance,2026-08-22,3.05,10.99,20.05,3.12,15.31,17,16,16,16,55.38,530.22,,,,,,,2026-08-21,4.74,0,0,20,0,8,5,3,0,36,D,16
XOM,XOM,엑슨모빌,571.22,165.11000061035156,158.3300003051758,149.08633321126302,151.9409999847412,142.56099983215333,15.81708938962738,171.47000122070312,-3.7091039628357234,68.92657896259644,5.21,11.64,daily_close,일봉 종가,2026-08-22 11:35 KST,165.2,0.05450874527026295,112.8,12.2,68.23,26.900673,2.5331323,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.5,68.01,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,50.0,3.6,22.0,-3.33,168.32,185.0,142.0,1.94,3.84,Finnhub,yfinance,2026-08-21,0.24,-13.19,,,,3,2,2,2,,,,,,,,,2026-08-21,4.74,0,3,12,20,0,10,1,0,46,C,17
ORCL,ORCL,오라클,530.03,146.47000122070312,140.79200019836426,158.21233355204265,162.2470832188924,173.07454990386964,-15.3717277889461,328.3299865722656,-55.389392619956446,54.561605218703065,27.38,-23.3,daily_close,일봉 종가,2026-08-22 11:35 KST,,,21.9,36.02,45.94,25.81866,11.246165,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.37,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,41.0,0.0,246.43,400.0,110.0,68.25,9.27,Finnhub,yfinance,2026-08-18,1.18,25.36,40.45,10.68,35.48,23,21,22,22,-36.17,5.3,,,,,,,2026-08-21,4.74,0,0,20,10,15,8,5,3,61,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,492.32000732421875,513.8435012817383,547.1228317260742,466.11033223470054,395.5117993927002,24.476692751054575,723.0,-31.905946428185512,43.96306296326163,-8.19,9.83,daily_close,일봉 종가,2026-08-22 11:35 KST,,,33.5,18.76,84.51,50.305084,17.740585,39.69,30.399,11.4,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.43,17.31,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,629.09,900.0,358.0,27.78,3.94,Finnhub,yfinance,2026-08-21,1.5,3.34,34.97,10.68,35.48,23,21,22,22,43.85,66.11,,,,,,,2026-08-21,4.74,0,0,20,10,4,10,5,5,54,C,19
CSCO,CSCO,시스코 시스템즈,471.16,111.04000091552734,116.06549987792968,117.36066665649415,103.35474993387858,92.9254999923706,19.49357380336289,130.0,-14.58461468036358,42.515529469713,-2.74,-7.21,daily_close,일봉 종가,2026-08-22 11:35 KST,,,37.1,18.44,83.44,40.452145,9.883881,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.51,55.0,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,69.7,4.15,22.0,0.0,132.59,150.0,115.0,19.41,-0.11,Finnhub,yfinance,2026-08-21,1.09,-7.8,34.97,11.14,35.92,23,21,22,22,15.68,-11.28,,,,,,,2026-08-21,4.74,0,0,20,10,0,10,5,5,50,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,827.9000244140625,841.3635070800781,904.5593332926433,847.5137502034505,761.0984490966797,8.776995327827455,1064.9000244140625,-22.255610345243817,49.493603361809456,-6.84,-9.01,daily_close,일봉 종가,2026-08-22 11:35 KST,827.2,-0.0845542207294763,68.2,19.57,73.73,35.05546,19.325243,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.79,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,-2.94,979.22,1225.0,575.0,18.28,16.74,Finnhub,yfinance,2026-08-21,0.51,-3.31,34.78,8.62,27.34,9,8,8,8,0.79,124.19,,,,,,,2026-08-21,4.74,0,0,20,20,0,10,5,5,60,B,21
MA,MA,마스터카드,432.77,580.6300048828125,568.255990600586,529.3206619262695,516.3945808410645,528.419447631836,9.880513952498022,598.9600219726562,-3.060307268834806,58.183692787733875,7.59,17.29,daily_close,일봉 종가,2026-08-22 11:35 KST,,,22.1,35.06,91.54,31.423773,89.26985,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.6,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,92.59,4.63,38.0,2.21,660.34,735.0,550.0,13.73,2.85,Finnhub,yfinance,2026-08-19,1.42,18.17,20.05,3.12,15.31,17,16,16,16,56.73,2761.21,,,,,,,2026-08-21,4.74,0,0,20,10,12,8,3,0,53,C,22
COST,COST,코스트코,421.95,947.739990234375,953.0915008544922,951.5961649576823,979.1278305053711,959.2875485229492,-1.203764012819143,1094.3199462890625,-13.39461613139314,47.111340004078905,1.36,-5.57,daily_close,일봉 종가,2026-08-22 11:36 KST,947.6,-0.014770953617812187,45.5,44.93,74.49,48.069515,25.041847,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.62,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,13.67,-0.24,Finnhub,yfinance,2026-08-21,1.06,13.4,25.77,8.24,27.21,9,7,6,6,86.53,203.91,,,,,,,2026-08-21,4.74,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,61.689998626708984,63.01949958801269,59.25716641743978,54.92824989954631,54.412350006103516,13.374994132378262,64.80999755859375,-4.814070435759577,44.68371410235599,-0.58,20.72,daily_close,일봉 종가,2026-08-22 11:36 KST,61.79,0.1621030564389066,24.4,11.85,70.64,14.362283,1.4969997,10.64,,8.1,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22,0.59,11.22,,,,1,0,0,0,,,,,,,,,2026-08-21,4.74,8,6,12,20,8,8,5,0,67,B,24
GE,GE,GE Aerospace,373.67,348.3699951171875,364.2934997558594,353.61133473714193,326.2555002848307,319.64955047607424,8.984978892771188,381.2200012207031,-8.617073080721564,37.79386154044072,-1.52,9.82,daily_close,일봉 종가,2026-08-22 11:35 KST,,,19.4,275.66,81.34,44.252174,20.953474,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.54,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.55,21.0,0.0,404.9,455.0,347.0,16.23,9.05,Finnhub,yfinance,2026-08-20,2.28,-1.32,34.77,8.62,27.34,9,8,8,8,27.27,143.08,,,,,,,2026-08-21,4.74,0,0,20,0,0,8,5,0,33,D,25
UNH,UNH,유나이티드헬스,364.13,390.1099853515625,406.00049743652346,410.17016448974607,368.2464986165365,347.988148651123,12.104388285553052,625.25,-37.60735939999,31.39277148537157,-7.28,1.59,daily_close,일봉 종가,2026-08-22 11:35 KST,,,61.5,25.21,86.57,31.05073,3.5019114,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.38,66.57,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.41,26.0,0.0,475.23,529.0,313.0,21.82,10.15,Finnhub,yfinance,2026-08-22,0.5,-25.54,25.73,5.11,15.46,16,15,14,14,20.68,-31.47,,,,,,,2026-08-21,4.74,0,0,12,20,0,10,3,5,50,C,26
MS,MS,Morgan Stanley,352.0,214.1999969482422,214.0895004272461,215.80999933878581,197.158416112264,188.4227493286133,13.680538953750657,228.5500030517578,-6.27871621610344,53.8986598997174,-0.13,6.24,daily_close,일봉 종가,2026-08-22 11:36 KST,214.73,0.2474337345046128,62.4,15.32,63.94,17.574242,3.1596878,17.97,517.282,28.0,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,2.15,32.31,4.6,,yfinance,9.28,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,60.61,3.68,21.0,4.36,236.62,262.0,184.0,10.47,15.27,Finnhub,yfinance,2026-08-20,0.28,40.39,20.83,3.34,15.31,17,16,16,16,-15.63,-5.4,,,,,,,2026-08-21,4.74,8,0,16,20,15,10,5,0,74,A,27
PG,PG,프록터앤갬블,350.17,144.67999267578125,145.38700103759766,147.0263338724772,146.63275070190429,147.6372006225586,-2.0030235836952675,179.6999969482422,-19.48803832342163,49.02616429366766,-1.85,-1.91,daily_close,일봉 종가,2026-08-22 11:35 KST,,,-15.5,23.67,71.97,21.6365,6.2513614,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,3.01,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.57,186.0,143.0,10.98,-0.48,Finnhub,yfinance,2026-08-19,,4.87,25.92,8.67,26.64,9,7,6,6,-16.53,-27.9,,,,,,,2026-08-21,4.74,4,0,20,0,4,0,5,5,38,D,28
CVX,CVX,쉐브론,345.8,205.27000427246094,195.77350006103515,185.89133377075194,189.20575014750162,178.58750007629394,14.940857666280133,211.14999389648438,-2.7847453440638428,68.83767327192146,5.38,12.54,daily_close,일봉 종가,2026-08-22 11:35 KST,,,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.47,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,5.69,16.82,Finnhub,yfinance,2026-08-19,0.06,-23.6,,,,3,2,2,2,,,,,,,,,2026-08-21,4.74,4,3,12,20,0,10,1,0,50,C,29
