yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
PM,PM,Philip Morris International Inc,278.05,189.83999633789062,168.0122499847412,12.9917588480196,191.86000061035156,-1.0528532607290895,61.89750213097632,3.14,20.5,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-9.3,19.77,84.09,24.991562,-29.843803,,,9.1,11.42,20.26,5.02 -> 4.53 -> 7.26,40648000000.0,14933000000.0,11348000000.0,36.74,27.92,12233000000.0,10664000000.0,4872000000.0,48835000000.0,-43963000000.0,3.1,81.09,5.88,,yfinance,,,,,,Consumer Defensive,Tobacco,73.08,,,2.71,,,,,1.09,Finnhub,,,,2026-07-17,,,,,,20.26,25.56,9.03,29.15,9,7,7,7,-2.22,,2026-07-16,4.57,4,0,0,0,12,0,3,0,19,D,35
WFC,WFC,Wells Fargo & Company,251.55,88.06999969482422,84.50445014953613,4.219363050086263,96.38999938964844,-8.6316005265145,59.83462272569272,3.55,7.44,daily_close,일봉 종가,2026-07-17 13:44 KST,,,15.1,12.27,78.74,12.772798,1.5535587,12.03,,5.7,29.45,13.84,4.83 -> 5.37 -> 6.26,83699000000.0,,21338000000.0,,25.49,-19001000000.0,-19001000000.0,174210000000.0,193035000000.0,-18825000000.0,2.04,27.05,1.8,,yfinance,,,,,,Financial Services,Banks - Diversified,72.41,,,-0.92,,,,,2.67,Finnhub,,,,,,,,,0.85,13.84,19.19,3.2,15.92,16,15,15,15,-33.44,-51.45,2026-07-16,4.57,8,6,12,16,8,8,3,0,61,B,36
RTX,RTX,RTX Corporation,249.94,194.36000061035156,185.53419998168945,4.756966979421117,212.16000366210938,-8.389895712910377,62.5040332141011,4.06,-0.73,daily_close,일봉 종가,2026-07-17 13:44 KST,194.08,-0.14406287789270425,32.5,32.9,81.57,35.080524,3.8062053,11.57,57.229,8.7,42.25,49.14,2.23 -> 3.55 -> 4.96,88603000000.0,9300000000.0,6732000000.0,10.5,7.6,10567000000.0,7448000000.0,7435000000.0,39506000000.0,-32071000000.0,1.5,51.03,2.92,,yfinance,,,,,,Industrials,Aerospace & Defense,,,,,,,,,,,,,,,,,,,1.08,49.14,35.21,8.32,40.69,8,7,7,7,-0.37,-54.25,2026-07-16,4.57,0,0,12,10,15,10,3,0,50,C,37
QCOM,QCOM,QUALCOMM Incorporated,238.32,170.61000061035156,169.01924980163574,0.9411654652252691,251.02000427246094,-32.033305032865485,25.862310820138347,-20.3,24.06,daily_close,일봉 종가,2026-07-17 13:44 KST,169.7172,-0.5232991074131687,173.0,19.11,84.55,19.137634,6.909698,36.08,55.979,-3.5,20.88,-11.66,6.42 -> 8.97 -> 5.01,44284000000.0,12394000000.0,5541000000.0,27.99,12.51,14012000000.0,12820000000.0,5520000000.0,14811000000.0,-9291000000.0,2.16,38.28,3.68,,yfinance,6.31,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,39.58,3.44,30.0,2.85,221.9,314.0,100.0,30.06,1.08,Finnhub,yfinance,,,2026-07-16,,,,,0.11,-11.66,35.07,9.74,33.3,19,17,18,18,-45.43,-29.06,2026-07-16,4.57,4,0,20,20,0,10,3,5,62,B,38
LIN,LIN,Linde plc,236.79,520.739990234375,471.8706002807617,10.356523573313558,546.6400146484375,-4.738040340994735,49.183782258727575,0.5,4.53,daily_close,일봉 종가,2026-07-17 13:44 KST,,,13.4,32.12,89.33,35.334435,6.3999376,18.23,65.642,8.2,7.67,7.72,12.59 -> 13.62 -> 14.61,33986000000.0,9254000000.0,6898000000.0,27.23,20.3,10350000000.0,5089000000.0,5056000000.0,28069000000.0,-23013000000.0,1.23,40.45,6.4,,yfinance,,,,,,Basic Materials,Specialty Chemicals,79.31,,,-0.69,,,,,0.07,Finnhub,,,,2026-07-14,,,,,2.64,7.72,,,,2,1,1,1,,,2026-07-16,4.57,0,0,16,0,4,5,5,0,30,D,39
IBM,IBM,International Business Machines,234.13,219.0500030517578,274.2961498260498,-20.141058053249168,329.2300109863281,-33.4659673352639,37.42788444036077,-19.11,-13.66,daily_close,일봉 종가,2026-07-17 13:44 KST,,,14.2,36.69,65.57,24.62356,7.9240656,35.77,211.169,9.5,24.0,17.14,8.14 -> 6.43 -> 11.17,67536000000.0,12492000000.0,10593000000.0,18.5,15.68,13193000000.0,11455000000.0,13587000000.0,64607000000.0,-51020000000.0,3.09,59.47,6.76,,yfinance,,,,,,Technology,Information Technology Services,,,,,,,,,,,,,,2026-07-16,,,,,1.73,17.14,35.07,9.74,33.3,19,17,18,18,-29.79,-18.64,2026-07-16,4.57,4,0,20,5,12,5,5,5,56,B,40
AXP,AXP,American Express Company,230.63,361.57000732421875,338.7458999633789,6.737825421151163,384.8900146484375,-6.058875636334574,64.08254541793426,6.11,9.61,daily_close,일봉 종가,2026-07-17 13:44 KST,360.9,-0.18530500612512893,17.6,18.82,65.28,22.166975,7.190948,34.42,177.847,11.6,,17.13,11.21 -> 14.01 -> 15.38,72230000000.0,,10833000000.0,,15.0,18428000000.0,16003000000.0,47708000000.0,57759000000.0,-10051000000.0,1.05,21.29,3.8,,yfinance,16.67,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,50.0,3.77,25.0,4.29,374.94,450.0,319.0,3.7,2.63,Finnhub,yfinance,,,2026-07-16,,,,,1.26,17.13,18.62,2.86,15.43,16,15,15,15,19.05,151.43,2026-07-16,4.57,4,0,20,10,12,8,3,0,57,B,41
MCD,MCD,McDonald's Corporation,197.95,273.4599914550781,302.2090998840332,-9.512985691028824,341.05999755859375,-19.82056136381166,58.47584922225642,-5.03,-10.91,daily_close,일봉 종가,2026-07-17 13:44 KST,272.42,-0.38030845007502706,6.9,25.8,77.2,22.220758,-149.03868,,,9.4,4.58,1.67,11.56 -> 11.39 -> 11.95,26885000000.0,12394000000.0,8563000000.0,46.1,31.85,10551000000.0,7186000000.0,774000000.0,54814000000.0,-54040000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14,,,,,3.22,1.67,25.11,3.22,18.3,11,8,8,8,-11.51,,2026-07-16,4.57,4,0,0,0,0,5,3,5,17,D,42
TMUS,TMUS,"T-Mobile US, Inc.",196.6,192.85000610351562,201.68129989624023,-4.3788362120177124,272.8299865722656,-29.31495231649156,60.65759864422398,4.61,-2.78,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-12.0,32.59,44.03,17.824654,3.2594247,18.02,218.569,10.6,3.04,18.43,6.93 -> 9.66 -> 9.72,88309000000.0,18557000000.0,10992000000.0,21.01,12.45,27950000000.0,15427000000.0,5598000000.0,122269000000.0,-116671000000.0,2.12,40.38,4.08,,yfinance,,,,,,Communication Services,Telecom Services,83.78,,,0.0,,,,,2.79,Finnhub,,,,,,,,,,18.43,23.93,8.94,38.88,6,5,5,5,-25.51,-63.54,2026-07-16,4.57,8,0,16,0,12,0,3,5,44,C,43
PEP,PEP,펩시코,194.13,139.42999267578125,150.0004497528076,-7.0469502554464905,179.3000030517578,-22.236480589722827,49.87188790344981,-4.58,-11.19,daily_close,일봉 종가,2026-07-17 13:44 KST,139.23,-0.14343590782960616,27.8,23.3,80.81,22.19497,9.030772,43.88,244.837,8.5,4.42,-4.36,6.56 -> 6.95 -> 6.0,93925000000.0,13491000000.0,8240000000.0,14.36,8.77,12087000000.0,7672000000.0,9159000000.0,49901000000.0,-40742000000.0,4.25,89.32,5.92,,yfinance,,,,,,Consumer Defensive,Beverages - Non-Alcoholic,44.83,,,0.0,,,,,1.66,Finnhub,,,,2026-07-14,,,,,0.8,-4.36,25.56,8.44,26.64,9,7,6,6,-13.17,7.0,2026-07-16,4.57,4,0,20,16,0,8,5,5,58,B,44
AMGN,AMGN,Amgen Inc.,182.21,371.5799865722656,339.1895509338379,9.549361278745817,388.1600036621094,-4.27143882250077,65.26194422227135,6.82,6.12,daily_close,일봉 종가,2026-07-17 13:44 KST,,,4.4,24.27,85.25,25.055593,21.173948,101.32,623.754,5.8,25.1,6.74,12.49 -> 7.56 -> 14.23,36751000000.0,9080000000.0,7711000000.0,24.71,20.98,9958000000.0,8100000000.0,9129000000.0,54604000000.0,-45475000000.0,2.71,67.22,10.08,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,,,,,,,,,,,,,,,,,,,5.69,6.74,23.47,3.59,15.2,15,14,13,13,6.76,489.8,2026-07-16,4.57,0,0,20,0,4,2,1,0,27,D,45
NEE,NEE,"NextEra Energy, Inc.",180.93,89.3499984741211,87.26750015258789,2.3863389210094756,97.87999725341797,-8.714751755879323,57.081550617099985,3.62,-2.89,daily_close,일봉 종가,2026-07-17 13:44 KST,,,160.0,24.14,86.97,22.502539,3.3480608,10.32,156.686,7.3,12.53,-4.52,3.6 -> 3.37 -> 3.28,27412000000.0,8020000000.0,6835000000.0,29.26,24.93,12485000000.0,3211000000.0,2812000000.0,95619000000.0,-92807000000.0,2.79,58.95,2.49,,yfinance,,,,,,Utilities,Utilities - Regulated Electric,,,,,,,,,,,,,,,,,,,0.14,-4.52,,,,3,2,2,2,,,2026-07-16,4.57,4,0,12,20,0,10,3,0,49,C,46
DIS,DIS,Walt Disney Company (The),180.41,99.70999908447266,105.56380008697509,-5.545273093313646,124.01000213623047,-19.595196059317203,55.1939838974388,-1.55,-6.2,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-29.8,41.6,78.1,15.8064,1.5857906,11.01,41.069,6.5,16.1,130.44,1.29 -> 2.72 -> 6.85,94425000000.0,13832000000.0,12404000000.0,14.65,13.14,18101000000.0,10077000000.0,5695000000.0,44877000000.0,-39182000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-15,,,,,,130.44,27.24,3.97,24.41,11,8,7,7,-41.97,-60.06,2026-07-16,4.57,8,6,12,0,15,0,3,5,49,C,47
TMO,TMO,Thermo Fisher Scientific Inc,172.66,543.1900024414062,528.9047001647949,2.700921786507163,639.4500122070312,-15.053562894367328,71.41874474662981,14.93,3.26,daily_close,일봉 종가,2026-07-17 13:44 KST,544.06,0.16016450131324755,11.3,32.43,94.25,27.54725,3.587549,13.52,82.903,6.2,5.09,7.16,15.45 -> 16.53 -> 17.74,44557000000.0,8110000000.0,6704000000.0,18.2,15.05,7818000000.0,6293000000.0,9852000000.0,39385000000.0,-29533000000.0,0.35,9.68,1.88,,yfinance,,,,,,Healthcare,Diagnostics & Research,85.29,,,-2.95,,,,,2.43,Finnhub,,,,,,,,,2.44,7.16,23.01,5.51,16.27,15,14,13,13,19.72,-34.89,2026-07-16,4.57,0,0,12,0,4,5,1,5,27,D,48
ABT,ABT,Abbott Laboratories,153.99,98.83000183105469,109.99379997253418,-10.149479465449078,140.22000122070312,-29.517899749909084,60.70471502528755,9.06,2.95,daily_close,일봉 종가,2026-07-17 13:44 KST,98.7,-0.13154085666912843,-19.7,26.48,82.62,25.969189,3.10181,12.33,64.773,7.8,17.99,6.82,3.26 -> 7.64 -> 3.72,44328000000.0,8053000000.0,6524000000.0,18.17,14.72,9566000000.0,7395000000.0,8522000000.0,13860000000.0,-5338000000.0,2.55,67.23,2.52,,yfinance,,,,,,Healthcare,Medical Devices,,,,,,,,,,,,,,,,,,,,6.82,23.01,5.51,16.27,15,14,13,13,12.86,-43.71,2026-07-16,4.57,0,0,12,0,4,0,3,5,24,D,49
UNP,UNP,Union Pacific Corporation,152.51,299.4200134277344,247.20575080871583,21.121783149543784,299.4200134277344,0.0,90.5138900919635,11.95,18.73,daily_close,일봉 종가,2026-07-17 13:44 KST,299.8933,0.15806778139092706,6.2,19.51,90.86,22.368422,8.316009,40.69,162.246,3.2,1.37,7.07,10.45 -> 11.09 -> 11.98,24510000000.0,9846000000.0,7138000000.0,40.17,29.12,9290000000.0,5499000000.0,1266000000.0,32822000000.0,-31556000000.0,1.84,45.1,5.52,,yfinance,,,,,,Industrials,Railroads,65.52,,,-1.15,,,,,1.23,Finnhub,,,,,,,,,3.61,7.07,35.21,8.27,24.84,8,7,7,7,-36.47,0.56,2026-07-16,4.57,4,0,20,0,4,5,1,0,34,D,50
HON,HON,Honeywell International Inc.,145.11,226.3300018310547,225.6029531097412,0.3222691508651564,260.1363525390625,-12.99562724626555,35.890357966709985,-5.96,-6.07,daily_close,일봉 종가,2026-07-17 13:44 KST,226.55,0.09720238906264965,-41.9,11.93,81.78,17.697527,5.1697206,24.26,257.387,2.4,-1.51,-2.87,16.94 -> 17.42 -> 15.98,37442000000.0,6567000000.0,4729000000.0,17.54,12.63,6408000000.0,5422000000.0,12487000000.0,35563000000.0,-23076000000.0,4.21,74.12,9.52,,yfinance,,,,,,Industrials,Conglomerates,60.61,,,-2.25,,,,,4.16,Finnhub,,,,,,,,,,-2.87,35.21,8.32,40.69,8,7,7,7,-49.74,-37.86,2026-07-16,4.57,8,0,20,0,0,0,5,5,38,D,51
PFE,PFE,"Pfizer, Inc.",143.68,25.139999389648438,25.88125002861023,-2.8640449674663366,31.389999389648438,-19.910800004861034,67.0533431051286,-3.46,-8.65,daily_close,일봉 종가,2026-07-17 13:44 KST,25.13,-0.039774820569629006,-10.1,27.66,69.36,18.229008,1.5104363,8.31,71.602,5.4,16.53,91.72,0.37 -> 1.41 -> 1.36,62579000000.0,17407000000.0,7771000000.0,27.82,12.42,11704000000.0,9075000000.0,1142000000.0,63961000000.0,-62819000000.0,6.84,131.3,1.72,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,41.67,,,-2.77,,,,,21.68,Finnhub,,,,,,,,,,91.72,25.51,5.51,16.27,15,14,13,13,-28.54,-72.59,2026-07-16,4.57,4,6,6,0,15,0,1,5,37,D,52
COP,COP,ConocoPhillips,131.26,112.83999633789062,106.39285037994385,6.059754894171091,133.8000030517578,-15.665176558896816,63.80418698755279,1.35,-3.1,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-20.2,11.47,87.5,17.959322,2.0001132,11.28,36.143,-5.3,-11.27,-16.28,9.06 -> 7.81 -> 6.35,58944000000.0,11342000000.0,7988000000.0,19.24,13.55,19796000000.0,7243000000.0,6497000000.0,23444000000.0,-16947000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14,,,,,,-16.28,27.24,3.97,24.41,11,8,7,7,-34.07,-49.62,2026-07-16,4.57,8,3,12,0,0,0,3,5,31,D,53
LOW,LOW,"Lowe's Companies, Inc.",124.59,216.16000366210938,241.16880073547364,-10.369831005128727,287.3900146484375,-24.785137741637744,42.75673292754493,-3.51,-14.66,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-0.7,19.46,81.07,18.28765,-13.081578,,,10.3,-2.99,-5.25,13.2 -> 12.23 -> 11.85,86286000000.0,10153000000.0,6654000000.0,11.77,7.71,9864000000.0,7651000000.0,982000000.0,44677000000.0,-43695000000.0,2.31,40.57,5.0,,yfinance,8.3,10.0,False,10.0,yfinance dividend history,Consumer Cyclical,Home Improvement Retail,68.29,,33.0,0.0,263.73,300.0,202.0,22.01,1.24,Finnhub,yfinance,,,2026-07-17,,,,,,-5.25,27.23,16.08,24.29,7,6,5,5,-32.84,,2026-07-16,4.57,4,0,0,0,0,0,5,5,14,D,54
CRM,CRM,세일즈포스,124.31,172.67999267578125,208.8135507965088,-17.30422091042363,367.8699951171875,-53.05950608426956,72.80469613415153,6.78,-7.3,daily_close,일봉 종가,2026-07-17 13:45 KST,171.95,-0.4227430546350981,52.2,233.06,94.19,19.337065,4.1310015,16.91,124.282,13.3,16.32,36.28,4.2 -> 6.36 -> 7.8,41525000000.0,8917000000.0,7457000000.0,21.47,17.96,14996000000.0,14402000000.0,7327000000.0,17176000000.0,-9849000000.0,1.02,19.56,1.76,,yfinance,,2.0,False,2.0,yfinance dividend history,Technology,Software - Application,75.86,4.38,52.0,1.72,245.16,475.0,160.0,41.97,15.86,Finnhub,yfinance,,,2026-07-17,,,,,0.37,36.28,35.07,9.74,34.89,19,17,18,18,-44.86,-57.59,2026-07-16,4.57,4,0,16,20,15,10,1,3,69,B,55
SPGI,SPGI,S&P Global Inc.,121.63,457.3800048828125,436.3275141906738,4.824928524433784,533.7275390625,-14.30458962522208,83.7465103502364,11.59,9.2,daily_close,일봉 종가,2026-07-17 13:44 KST,,,32.5,37.65,90.82,26.263924,3.9403117,13.94,38.392,10.4,12.76,33.46,8.23 -> 12.35 -> 14.66,15336000000.0,6177000000.0,4471000000.0,40.28,29.15,5651000000.0,5456000000.0,1745000000.0,13582000000.0,-11837000000.0,0.85,24.35,3.88,,yfinance,,,,,,Financial Services,Financial Data & Stock Exchanges,88.24,,,-0.33,,,,,1.68,Finnhub,,,,2026-07-16,,,,,0.81,33.46,18.62,2.86,15.92,16,15,15,15,41.05,37.77,2026-07-16,4.57,0,0,12,16,15,10,1,5,59,B,56
SYK,SYK,Stryker Corporation,118.0,331.20001220703125,345.3228007507324,-4.089735318084473,403.5299987792969,-17.92431462123468,57.26250533117292,6.64,-2.11,daily_close,일봉 종가,2026-07-17 13:45 KST,320.01,-3.378626749577668,14.2,40.28,82.37,38.298954,5.5140886,15.2,66.295,2.6,8.42,0.9,8.25 -> 7.76 -> 8.4,25116000000.0,5059000000.0,3246000000.0,20.14,12.92,5044000000.0,4283000000.0,4011000000.0,15859000000.0,-11848000000.0,1.06,39.81,3.52,,yfinance,,,,,,Healthcare,Medical Devices,,,,,,,,,,,,,,,,,,,2.7,0.9,23.01,3.59,16.27,15,14,13,13,66.44,53.6,2026-07-16,4.57,0,0,16,0,0,5,3,5,29,D,57
LMT,LMT,Lockheed Martin Corporation,117.81,513.52001953125,542.4461016845703,-5.332526506041823,676.7000122070312,-24.114081532757172,54.528044772737005,-4.19,-11.66,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-11.5,19.77,75.94,25.257504,16.02592,67.64,276.365,0.3,10.24,-11.68,27.55 -> 22.31 -> 21.49,75048000000.0,7731000000.0,5017000000.0,10.3,6.69,8557000000.0,6908000000.0,4121000000.0,21700000000.0,-17579000000.0,2.69,65.38,13.8,,yfinance,,,,,,Industrials,Aerospace & Defense,39.29,,,1.36,,,,,11.0,Finnhub,,,,2026-07-17,,,,,,-11.68,35.21,8.27,24.84,8,7,7,7,-28.27,93.78,2026-07-16,4.57,0,0,20,0,0,0,5,5,30,D,58
MDT,MDT,Medtronic plc.,101.56,83.55999755859375,90.77814987182617,-7.951420384116732,105.3499984741211,-20.68343733377461,57.04355784719815,2.75,-1.69,daily_close,일봉 종가,2026-07-17 13:44 KST,,,18.3,25.7,89.71,20.97319,2.0246909,9.84,58.214,9.9,4.4,13.14,2.82 -> 2.76 -> 3.61,36364000000.0,6828000000.0,4801000000.0,18.78,13.2,7330000000.0,5426000000.0,1949000000.0,27961000000.0,-26012000000.0,3.45,76.14,2.88,,yfinance,,,,,,Healthcare,Medical Devices,56.76,,,-5.4,,,,,1.09,Finnhub,,,,,,,,,1.15,13.14,25.51,5.51,16.27,15,14,13,13,-17.78,-63.25,2026-07-16,4.57,4,3,6,10,8,8,3,5,47,C,59
NOW,NOW,"ServiceNow, Inc.",98.02,104.01000213623047,129.2286499786377,-19.51474989994558,234.0780029296875,-55.56609299701132,68.80352996961807,2.64,4.3,daily_close,일봉 종가,2026-07-17 13:44 KST,,,2.3,142.76,88.4,66.2262,9.78368,16.07,20.728,22.1,33.72,-0.42,1.68 -> 1.37 -> 1.67,13278000000.0,1824000000.0,1748000000.0,13.74,13.16,5444000000.0,4533000000.0,3726000000.0,2403000000.0,1323000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Application,88.89,,,0.0,,,,,7.03,Finnhub,,,,2026-07-14,,,,,28.79,-0.42,30.3,9.57,34.89,19,17,18,18,118.57,2.23,2026-07-16,4.57,0,0,16,0,0,2,1,3,22,D,60
CMCSA,CMCSA,Comcast Corporation,80.13,24.100000381469727,27.266224718093873,-11.612257910142725,42.3055305480957,-43.03345196422661,62.01022220285582,1.86,-18.94,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-32.6,11.82,93.65,4.8137255,0.9947728,20.92,106.858,5.3,-11.28,20.53,3.71 -> 4.14 -> 5.39,123707000000.0,20670000000.0,19998000000.0,16.71,16.17,33643000000.0,19235000000.0,9481000000.0,98937000000.0,-89456000000.0,5.48,25.88,1.32,,yfinance,,,,,,Communication Services,Telecom Services,35.9,,,0.0,,,,,3.76,Finnhub,,,,2026-07-14,,,,,,20.53,23.93,8.94,38.88,6,5,5,5,-79.88,-88.87,2026-07-16,4.57,15,8,20,0,12,0,3,5,63,B,61
ACN,ACN,Accenture plc,78.32,144.61000061035156,216.2175498199463,-33.11828723858236,398.25,-63.68863763707431,67.35636601707114,-12.63,-25.86,daily_close,일봉 종가,2026-07-17 13:44 KST,,,9.0,26.05,85.54,10.301916,2.4746263,24.41,25.035,5.6,8.04,6.21,10.77 -> 11.44 -> 12.15,69672977000.0,10840988000.0,7678433000.0,15.56,11.02,11474399000.0,10874360000.0,11478729000.0,8182866000.0,3295863000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17,,,,,1.14,6.21,27.24,3.97,12.18,11,8,7,7,-62.18,-37.67,2026-07-16,4.57,12,3,20,10,4,5,1,1,56,B,62
ADBE,ADBE,어도비,77.58,235.30999755859375,282.5579002380371,-16.721494121962262,586.5499877929688,-59.88236255122901,80.41523521465082,13.5,-5.36,daily_close,일봉 종가,2026-07-17 13:44 KST,,,7.9,36.73,88.11,12.851447,8.151523,62.95,61.443,12.7,12.47,18.86,11.82 -> 12.36 -> 16.7,23769000000.0,8706000000.0,7130000000.0,36.63,30.0,10031000000.0,9852000000.0,5431000000.0,6648000000.0,-1217000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Application,37.78,3.33,33.0,-4.44,272.48,380.0,190.0,15.8,0.51,Finnhub,yfinance,,,2026-07-17,,,,,1.63,18.86,35.07,9.74,33.3,19,17,18,18,-63.35,-16.31,2026-07-16,4.57,8,0,20,5,12,5,1,3,54,C,63
INTU,INTU,Intuit Inc.,73.03,294.7900085449219,487.1268505859375,-39.48393356056322,807.3900146484375,-63.48852435668497,70.2984478167019,4.91,-27.18,daily_close,일봉 종가,2026-07-17 13:44 KST,,,10.7,59.47,92.59,15.924345,3.4700527,22.5,33.448,10.4,28.16,27.42,8.42 -> 10.43 -> 13.67,18831000000.0,4938000000.0,3869000000.0,26.22,20.55,6207000000.0,6083000000.0,2884000000.0,6639000000.0,-3755000000.0,1.63,28.31,4.8,,yfinance,,,,,,Technology,Software - Application,75.61,,,-4.88,,,,,4.5,Finnhub,,,,2026-07-15,,,,,1.49,27.42,35.07,9.74,34.89,19,17,18,18,-54.59,-64.37,2026-07-16,4.57,8,0,20,10,15,5,1,1,60,B,64
NKE,NKE,"Nike, Inc.",66.94,44.56999969482422,56.072849884033204,-20.514117283138898,89.44000244140625,-50.167711898238345,67.23003579484478,-1.04,-4.11,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-34.8,25.92,82.21,20.504763,4.523109,16.02,79.333,0.1,-41.34,-24.97,3.73 -> 2.16 -> 2.1,46309000000.0,3702000000.0,3219000000.0,7.99,6.95,3698000000.0,3268000000.0,7464000000.0,11018000000.0,-3554000000.0,3.68,77.62,1.64,,yfinance,,,,,,Consumer Cyclical,Footwear & Accessories,48.89,,,-2.22,,,,,36.92,Finnhub,,,,2026-07-16,,,,,,-24.97,27.23,17.75,42.77,7,6,4,4,-24.7,-74.52,2026-07-16,4.57,4,0,16,0,0,0,1,3,24,D,65
EL,EL,"Estee Lauder Companies, Inc. (T",30.68,82.83999633789062,92.68869995117187,-10.625570990282,119.61000061035156,-30.741580206361697,54.12560304643833,-5.41,6.41,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-45.5,65.66,97.12,,7.3262663,-5.95,232.908,4.6,-27.0,-59.39,6.55 -> 2.79 -> 1.08,14326000000.0,1141000000.0,-1133000000.0,7.96,-7.91,1272000000.0,670000000.0,2921000000.0,9467000000.0,-6546000000.0,1.69,471.43,1.4,,yfinance,-17.13,10.0,True,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,52.78,3.64,26.0,-0.16,95.31,125.0,70.0,15.05,28.98,Finnhub,yfinance,,,2026-07-15,,,,,,-59.39,25.28,9.3,30.13,9,8,6,6,,-21.22,2026-07-16,4.57,0,0,0,0,0,0,5,5,10,D,66
ABBV,ABBV,AbbVie Inc.,0.0,254.38999938964844,223.3391495513916,13.903003526532121,261.07000732421875,-2.558703699071229,60.8863915805693,14.35,24.88,daily_close,일봉 종가,2026-07-17 13:45 KST,253.83,-0.22013419984748517,-46.2,60.33,76.8,123.67488,-66.6472,,,12.4,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.72,325.98,6.92,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,77.5,,,2.5,,,,,1.01,Finnhub,,,,,,,,,,-6.85,23.01,4.55,15.74,15,14,14,14,437.48,,2026-07-16,4.57,0,0,0,0,0,0,3,0,3,D,67
BKNG,BKNG,BKNG,0.0,184.61000061035156,186.91378227233886,-1.232537073499815,232.6367950439453,-20.64453923745014,58.333333315329206,5.06,-3.86,daily_close,일봉 종가,2026-07-17 13:44 KST,,,240.0,28.87,97.25,23.192614,-15.717479,,,16.2,22.86,18.76,4.7 -> 6.91 -> 6.62,26917000000.0,9282000000.0,5404000000.0,34.48,20.08,9409000000.0,9087000000.0,17203000000.0,19293000000.0,-2090000000.0,0.87,20.73,1.61,,yfinance,,,,,,Consumer Cyclical,Travel Services,82.61,,,0.0,,,,,2.94,Finnhub,,,,2026-07-14,,,,,0.1,18.76,27.23,16.08,24.29,7,6,5,5,-14.83,,2026-07-16,4.57,4,0,0,20,12,10,3,5,54,C,68
ISRG,ISRG,ISRG,0.0,402.3299865722656,487.0297009277344,-17.391077832445482,610.4500122070312,-34.09288581751763,51.04297756166125,-3.53,-13.59,daily_close,일봉 종가,2026-07-17 13:44 KST,,,18.8,72.94,89.08,49.527977,8.25684,17.23,,23.0,25.4,25.08,5.03 -> 6.42 -> 7.87,10064700000.0,2945500000.0,2856000000.0,29.27,28.38,3030500000.0,2490700000.0,3368000000.0,87000000.0,3281000000.0,,0.0,0.0,,yfinance,,,,,,Healthcare,Medical Instruments & Supplies,70.0,,,0.0,,,,,14.24,Finnhub,,,,2026-07-14,,,,,2.63,25.08,23.01,3.59,15.2,15,14,13,13,115.25,130.0,2026-07-16,4.57,0,0,16,0,15,8,5,5,49,C,69
